customer_id,age,state,employment_type,segment,monthly_income,credit_score,years_with_bank,existing_loans,onboarding_year
CUST014413,52,Karnataka,Business Owner,Retail,92613,666,11,3,2022
CUST014414,33,Karnataka,Salaried,Retail,31769,659,7,1,2021
CUST014415,56,Maharashtra,Salaried,Corporate,70623,759,2,2,2005
CUST014416,51,Karnataka,Salaried,Corporate,35424,597,4,1,2015
CUST014417,27,Gujarat,Self-Employed,Retail,31781,663,0,4,2013
CUST014418,36,Telangana,Business Owner,SME,34626,521,19,3,2017
CUST014419,36,Karnataka,Salaried,Retail,34171,768,13,4,2009
CUST014420,37,Tamil Nadu,Salaried,Corporate,59291,555,19,2,2012
CUST014421,41,Gujarat,Salaried,Corporate,182955,614,3,4,2011
CUST014422,34,Gujarat,Salaried,Corporate,42961,623,0,0,2023
CUST014423,63,UP,Salaried,SME,137647,586,0,0,2019
CUST014424,52,Rajasthan,Salaried,Retail,89778,650,10,3,2012
CUST014425,55,Maharashtra,Business Owner,Mass,82850,774,13,3,2006
CUST014426,50,Delhi,Business Owner,Retail,204486,654,11,2,2005
CUST014427,24,Gujarat,Self-Employed,Premium,101657,560,4,1,2009
CUST014428,30,Karnataka,Business Owner,Retail,247964,664,16,3,2009
CUST014429,32,West Bengal,Self-Employed,Retail,234177,637,4,4,2017
CUST014430,32,Telangana,Salaried,Corporate,33331,532,17,2,2013
CUST014431,46,Delhi,Self-Employed,Retail,201414,867,12,1,2014
CUST014432,43,Rajasthan,Freelancer,Retail,80945,690,14,4,2009
CUST014433,63,Gujarat,Salaried,SME,223983,646,12,2,2021
CUST014434,30,Telangana,Government,Corporate,86567,720,14,3,2021
CUST014435,41,Rajasthan,Business Owner,Corporate,224309,742,16,0,2012
CUST014436,42,Telangana,Self-Employed,Premium,70965,787,0,3,2019
CUST014437,31,Punjab,Self-Employed,Retail,93000,576,19,0,2015
CUST014438,43,Karnataka,Salaried,Retail,149676,644,5,2,2010
CUST014439,50,West Bengal,Freelancer,Retail,140933,609,17,4,2008
CUST014440,30,Tamil Nadu,Government,Retail,115596,745,19,2,2014
CUST014441,26,Telangana,Freelancer,Mass,195830,430,5,3,2009
CUST014442,61,Telangana,Salaried,Retail,75136,652,6,1,2005
CUST014443,32,Gujarat,Business Owner,Corporate,54410,745,13,1,2005
CUST014444,22,Maharashtra,Self-Employed,Mass,243066,821,3,1,2022
CUST014445,63,Rajasthan,Business Owner,Corporate,86907,754,8,4,2013
CUST014446,22,Punjab,Salaried,Retail,70444,604,18,4,2019
CUST014447,60,Delhi,Government,Mass,166208,760,14,4,2006
CUST014448,26,Tamil Nadu,Salaried,Retail,33941,828,14,0,2012
CUST014449,43,Karnataka,Business Owner,Retail,71499,708,15,1,2007
CUST014450,47,Telangana,Self-Employed,Corporate,54147,723,17,1,2010
CUST014451,27,Maharashtra,Self-Employed,SME,99589,760,17,0,2020
CUST014452,53,UP,Salaried,Corporate,79038,679,3,3,2020
CUST014453,32,Gujarat,Self-Employed,Retail,93020,502,16,3,2017
CUST014454,31,Gujarat,Self-Employed,Premium,183833,725,3,4,2022
CUST014455,60,Tamil Nadu,Business Owner,Retail,149249,563,15,4,2006
CUST014456,55,Tamil Nadu,Salaried,SME,209729,706,12,3,2007
CUST014457,52,Maharashtra,Business Owner,Retail,74285,527,0,1,2021
CUST014458,33,UP,Government,Retail,139598,598,10,0,2015
CUST014459,37,UP,Freelancer,Retail,82051,627,16,2,2023
CUST014460,59,Tamil Nadu,Salaried,Mass,202099,692,7,1,2014
CUST014461,24,Punjab,Business Owner,Premium,235223,673,1,1,2022
CUST014462,23,Punjab,Salaried,Retail,110386,779,16,4,2022
CUST014463,26,Tamil Nadu,Freelancer,Retail,117259,610,10,2,2017
CUST014464,32,West Bengal,Salaried,Retail,80350,785,16,2,2012
CUST014465,46,Tamil Nadu,Salaried,Retail,200490,717,19,2,2009
CUST014466,56,Maharashtra,Salaried,Retail,175935,802,0,2,2010
CUST014467,56,UP,Salaried,Corporate,75224,694,15,2,2008
CUST014468,43,Delhi,Self-Employed,Retail,157709,610,19,1,2016
CUST014469,58,Gujarat,Self-Employed,Retail,141696,523,8,4,2014
CUST014470,43,Tamil Nadu,Salaried,Corporate,29470,548,0,3,2006
CUST014471,32,Rajasthan,Self-Employed,SME,128300,558,1,4,2009
CUST014472,53,Telangana,Government,Premium,139956,740,4,1,2010
CUST014473,56,West Bengal,Salaried,Retail,185358,760,17,2,2008
CUST014474,52,Delhi,Salaried,Retail,111165,713,15,4,2021
CUST014475,29,Tamil Nadu,Salaried,Premium,120612,697,4,0,2008
CUST014476,41,Tamil Nadu,Salaried,Corporate,188962,794,5,2,2019
CUST014477,63,Delhi,Salaried,Retail,77248,605,17,1,2022
CUST014478,55,Punjab,Salaried,Retail,78797,712,6,1,2006
CUST014479,25,Tamil Nadu,Salaried,SME,152509,602,8,2,2009
CUST014480,39,UP,Salaried,Corporate,54591,647,18,4,2019
CUST014481,25,Rajasthan,Self-Employed,SME,218042,734,11,2,2007
CUST014482,41,Maharashtra,Salaried,Corporate,231498,761,0,4,2013
CUST014483,30,Rajasthan,Salaried,SME,74223,763,17,1,2009
CUST014484,37,UP,Salaried,Premium,154447,634,17,2,2021
CUST014485,47,Rajasthan,Salaried,Premium,31037,615,17,4,2012
CUST014486,59,Punjab,Self-Employed,SME,241209,840,10,0,2018
CUST014487,46,Maharashtra,Self-Employed,Corporate,47294,798,5,3,2023
CUST014488,25,Rajasthan,Salaried,SME,222516,792,8,0,2021
CUST014489,62,Gujarat,Salaried,Retail,74126,613,2,4,2020
CUST014490,62,UP,Salaried,SME,24698,718,18,1,2007
CUST014491,59,UP,Business Owner,Premium,193521,712,4,3,2017
CUST014492,40,Telangana,Salaried,Retail,229422,698,16,4,2015
CUST014493,35,Karnataka,Salaried,SME,114371,714,0,4,2011
CUST014494,42,West Bengal,Self-Employed,SME,52889,689,14,4,2017
CUST014495,36,Karnataka,Salaried,Mass,145224,775,16,3,2006
CUST014496,24,West Bengal,Salaried,Corporate,191709,480,1,0,2014
CUST014497,58,Rajasthan,Business Owner,Premium,216273,651,12,0,2014
CUST014498,37,Gujarat,Business Owner,SME,128363,762,16,1,2023
CUST014499,35,Gujarat,Self-Employed,Corporate,237048,772,18,3,2007
CUST014500,30,Tamil Nadu,Self-Employed,Retail,187401,800,8,2,2022
CUST014501,28,Karnataka,Salaried,SME,148921,747,3,1,2011
CUST014502,35,Rajasthan,Salaried,Corporate,135546,745,15,4,2011
CUST014503,27,Telangana,Salaried,Premium,37471,724,8,2,2013
CUST014504,42,Telangana,Business Owner,Retail,235434,687,3,0,2023
CUST014505,36,Delhi,Self-Employed,Retail,102362,802,2,2,2014
CUST014506,29,Tamil Nadu,Salaried,Corporate,180980,685,8,2,2007
CUST014507,55,Gujarat,Self-Employed,SME,27714,643,19,0,2010
CUST014508,61,Punjab,Salaried,SME,121538,574,11,4,2005
CUST014509,22,Gujarat,Salaried,SME,92619,518,6,4,2010
CUST014510,53,Karnataka,Business Owner,Corporate,20370,583,10,2,2010
CUST014511,26,Punjab,Freelancer,Retail,59662,659,7,3,2008
CUST014512,51,Gujarat,Government,Premium,42905,597,1,2,2010
CUST014513,43,Gujarat,Business Owner,Retail,203503,688,18,2,2016
CUST014514,41,Delhi,Business Owner,Retail,77034,733,13,1,2009
CUST014515,37,Gujarat,Salaried,Corporate,221480,526,3,0,2019
CUST014516,28,Karnataka,Business Owner,Retail,193552,604,0,1,2013
CUST014517,28,Karnataka,Salaried,SME,179954,672,19,4,2022
CUST014518,23,Gujarat,Salaried,Retail,208103,596,13,4,2013
CUST014519,35,UP,Self-Employed,Premium,40873,662,1,4,2015
CUST014520,52,Delhi,Self-Employed,SME,99660,695,7,0,2017
CUST014521,62,UP,Salaried,Retail,51946,698,7,4,2005
CUST014522,35,Karnataka,Self-Employed,Retail,195776,722,2,3,2020
CUST014523,26,West Bengal,Business Owner,Retail,109959,751,13,3,2023
CUST014524,32,Maharashtra,Salaried,SME,74391,814,14,3,2017
CUST014525,61,Maharashtra,Self-Employed,Retail,224121,611,6,3,2016
CUST014526,26,Rajasthan,Salaried,Premium,230860,594,13,4,2011
CUST014527,50,UP,Salaried,SME,132546,685,18,1,2010
CUST014528,32,Karnataka,Salaried,SME,212668,742,0,2,2005
CUST014529,26,Telangana,Salaried,Corporate,170678,603,15,3,2016
CUST014530,53,Karnataka,Salaried,Retail,215339,661,6,0,2008
CUST014531,57,Telangana,Business Owner,SME,165451,739,19,1,2020
CUST014532,36,West Bengal,Freelancer,Retail,156225,597,11,1,2017
CUST014533,40,Gujarat,Salaried,SME,228611,859,2,1,2015
CUST014534,43,Karnataka,Business Owner,SME,249546,788,17,3,2006
CUST014535,55,Rajasthan,Salaried,Retail,230077,625,6,3,2015
CUST014536,38,Gujarat,Salaried,Premium,95714,751,10,4,2013
CUST014537,33,Maharashtra,Self-Employed,Retail,118083,672,4,1,2023
CUST014538,46,UP,Self-Employed,Retail,214729,710,9,1,2017
CUST014539,38,Karnataka,Salaried,Mass,69106,683,3,3,2007
CUST014540,31,Delhi,Salaried,Retail,151140,596,9,0,2019
CUST014541,49,Karnataka,Salaried,Retail,231711,643,6,4,2017
CUST014542,39,West Bengal,Salaried,SME,75725,730,9,1,2022
CUST014543,39,Punjab,Self-Employed,Retail,247231,781,8,0,2007
CUST014544,53,Rajasthan,Freelancer,SME,121030,801,7,2,2019
CUST014545,35,Delhi,Self-Employed,SME,91291,558,3,3,2005
CUST014546,37,West Bengal,Self-Employed,Retail,158055,451,5,3,2023
CUST014547,39,Gujarat,Salaried,Corporate,138695,601,4,1,2010
CUST014548,37,UP,Salaried,Retail,83025,684,9,2,2018
CUST014549,38,West Bengal,Self-Employed,Premium,27613,609,14,4,2016
CUST014550,28,Maharashtra,Government,Mass,212231,632,9,2,2017
CUST014551,33,Maharashtra,Salaried,Retail,205535,771,4,1,2019
CUST014552,55,Telangana,Salaried,Retail,232010,640,18,1,2014
CUST014553,31,UP,Self-Employed,SME,143208,475,0,0,2022
CUST014554,26,Maharashtra,Freelancer,SME,215220,739,10,4,2017
CUST014555,42,Karnataka,Self-Employed,Mass,175446,700,9,0,2007
CUST014556,24,Gujarat,Salaried,SME,206557,805,7,0,2008
CUST014557,40,Tamil Nadu,Salaried,Premium,107764,613,11,4,2022
CUST014558,56,Maharashtra,Freelancer,SME,33468,625,18,3,2019
CUST014559,27,Punjab,Self-Employed,Corporate,53133,700,8,0,2010
CUST014560,35,Tamil Nadu,Salaried,Mass,232742,725,15,3,2012
CUST014561,25,Tamil Nadu,Business Owner,Corporate,89882,639,1,4,2012
CUST014562,39,Punjab,Business Owner,SME,206402,548,14,0,2023
CUST014563,50,Tamil Nadu,Business Owner,SME,44770,650,15,1,2006
CUST014564,56,Karnataka,Freelancer,SME,91348,783,13,0,2015
CUST014565,59,West Bengal,Salaried,Retail,242620,600,4,4,2015
CUST014566,37,Maharashtra,Government,Corporate,123859,630,2,3,2018
CUST014567,41,Delhi,Government,SME,78415,577,15,0,2016
CUST014568,45,Maharashtra,Salaried,Retail,190757,741,5,4,2012
CUST014569,56,Tamil Nadu,Salaried,Corporate,52109,771,6,4,2015
CUST014570,40,Gujarat,Salaried,Corporate,35499,691,10,3,2020
CUST014571,25,Punjab,Salaried,Retail,147401,514,17,3,2011
CUST014572,54,Gujarat,Business Owner,SME,83880,700,11,4,2020
CUST014573,23,Delhi,Self-Employed,SME,214042,676,6,2,2009
CUST014574,34,Karnataka,Business Owner,Retail,22776,644,18,1,2014
CUST014575,51,Tamil Nadu,Government,Corporate,20814,840,17,4,2016
CUST014576,55,Punjab,Government,SME,147258,653,10,1,2022
CUST014577,51,Telangana,Salaried,SME,185909,789,12,3,2005
CUST014578,45,Telangana,Salaried,Retail,62755,635,0,0,2008
CUST014579,54,Delhi,Business Owner,Retail,65849,627,11,0,2019
CUST014580,62,Delhi,Salaried,Premium,88094,642,9,4,2016
CUST014581,31,UP,Self-Employed,SME,92232,859,16,3,2014
CUST014582,39,Delhi,Freelancer,Retail,176651,674,19,3,2012
CUST014583,40,Delhi,Salaried,SME,224129,798,2,0,2019
CUST014584,28,Karnataka,Self-Employed,SME,177602,788,12,1,2007
CUST014585,40,UP,Business Owner,SME,143759,579,16,3,2009
CUST014586,45,Telangana,Salaried,SME,44214,728,17,0,2007
CUST014587,36,Telangana,Salaried,Retail,180042,560,12,2,2022
CUST014588,62,Punjab,Salaried,SME,165337,648,17,0,2014
CUST014589,63,Gujarat,Salaried,Retail,232719,698,16,2,2012
CUST014590,44,West Bengal,Salaried,SME,79906,764,13,1,2006
CUST014591,25,Tamil Nadu,Self-Employed,Corporate,76106,615,7,1,2007
CUST014592,59,Punjab,Salaried,Retail,28063,759,16,2,2020
CUST014593,25,Punjab,Salaried,Retail,248351,654,4,4,2014
CUST014594,26,Karnataka,Salaried,SME,15638,704,13,2,2020
CUST014595,62,West Bengal,Salaried,Corporate,27292,609,6,0,2007
CUST014596,44,Punjab,Salaried,Premium,176130,602,2,2,2019
CUST014597,61,Maharashtra,Business Owner,Retail,80581,643,7,3,2010
CUST014598,58,Telangana,Freelancer,Retail,61510,652,4,0,2023
CUST014599,32,Delhi,Salaried,Mass,56864,746,9,4,2010
CUST014600,32,Delhi,Salaried,Retail,63454,751,7,0,2019
CUST014601,34,Rajasthan,Salaried,SME,140373,761,17,1,2019
CUST014602,35,Karnataka,Salaried,SME,59198,797,14,4,2016
CUST014603,29,UP,Salaried,Corporate,20161,900,13,0,2010
CUST014604,46,Tamil Nadu,Salaried,Premium,213740,650,19,3,2021
CUST014605,39,Telangana,Salaried,SME,227755,677,3,1,2005
CUST014606,39,Maharashtra,Self-Employed,Retail,88405,635,5,1,2014
CUST014607,31,Punjab,Business Owner,Mass,106555,645,15,3,2006
CUST014608,28,Punjab,Freelancer,SME,210087,722,15,2,2015
CUST014609,35,Karnataka,Salaried,Premium,66746,630,5,2,2021
CUST014610,36,Tamil Nadu,Freelancer,SME,131129,705,7,4,2022
CUST014611,37,Gujarat,Self-Employed,Retail,191429,695,2,4,2017
CUST014612,23,Maharashtra,Business Owner,Retail,160472,653,3,4,2010
CUST014613,51,Tamil Nadu,Self-Employed,Corporate,106288,583,13,1,2007
CUST014614,51,Gujarat,Self-Employed,Retail,102654,568,4,1,2021
CUST014615,39,Tamil Nadu,Self-Employed,Premium,97419,814,4,1,2011
CUST014616,52,Punjab,Salaried,Retail,117146,705,10,3,2005
CUST014617,34,Punjab,Salaried,Retail,194123,404,16,2,2015
CUST014618,41,West Bengal,Business Owner,Retail,145372,822,4,0,2007
CUST014619,56,Rajasthan,Salaried,Retail,176236,774,6,4,2019
CUST014620,44,Rajasthan,Salaried,Retail,61980,618,7,4,2018
CUST014621,63,Karnataka,Salaried,Retail,44201,539,2,0,2016
CUST014622,54,Gujarat,Freelancer,Retail,77117,490,11,0,2021
CUST014623,59,Punjab,Freelancer,Retail,126803,681,6,0,2015
CUST014624,56,Rajasthan,Salaried,Corporate,195883,636,4,1,2022
CUST014625,57,West Bengal,Salaried,SME,112273,636,15,3,2011
CUST014626,41,UP,Government,Retail,26983,751,13,0,2021
CUST014627,24,Punjab,Salaried,Premium,131575,686,19,2,2015
CUST014628,29,West Bengal,Salaried,Retail,101540,738,7,2,2005
CUST014629,61,Delhi,Salaried,SME,166113,721,1,2,2009
CUST014630,53,Tamil Nadu,Business Owner,Premium,129242,402,16,1,2012
CUST014631,50,Rajasthan,Salaried,Retail,247012,782,16,4,2022
CUST014632,28,UP,Salaried,Retail,79413,582,13,4,2008
CUST014633,23,West Bengal,Salaried,Premium,233851,751,5,0,2010
CUST014634,42,Gujarat,Self-Employed,Retail,46714,797,17,1,2015
CUST014635,27,Maharashtra,Salaried,Corporate,196354,764,12,3,2008
CUST014636,49,UP,Government,Premium,78172,839,2,0,2023
CUST014637,63,Telangana,Salaried,Corporate,235684,620,16,4,2019
CUST014638,57,Delhi,Self-Employed,Retail,179886,808,5,4,2005
CUST014639,53,Punjab,Salaried,Mass,80586,857,14,0,2020
CUST014640,63,Punjab,Salaried,Retail,20290,772,5,0,2017
CUST014641,30,Delhi,Self-Employed,Corporate,90378,623,5,2,2016
CUST014642,32,Punjab,Salaried,Corporate,207138,603,6,3,2023
CUST014643,44,Maharashtra,Self-Employed,SME,180493,621,11,2,2020
CUST014644,32,Tamil Nadu,Salaried,SME,248415,660,7,0,2005
CUST014645,23,Punjab,Self-Employed,Mass,168502,747,18,3,2022
CUST014646,24,Delhi,Salaried,SME,237047,665,6,0,2008
CUST014647,32,Punjab,Government,Retail,158307,758,1,1,2006
CUST014648,56,UP,Business Owner,SME,153441,762,16,0,2021
CUST014649,36,Delhi,Business Owner,Premium,44204,790,13,1,2008
CUST014650,64,UP,Business Owner,Retail,15801,528,15,2,2016
CUST014651,32,Maharashtra,Self-Employed,Retail,106636,613,15,0,2005
CUST014652,52,West Bengal,Salaried,SME,71400,547,18,3,2009
CUST014653,49,Telangana,Government,Premium,140944,797,6,3,2009
CUST014654,49,Telangana,Self-Employed,SME,203764,628,0,4,2006
CUST014655,53,Delhi,Freelancer,SME,101529,460,18,3,2017
CUST014656,46,Maharashtra,Self-Employed,Retail,52372,726,1,3,2015
CUST014657,41,Punjab,Salaried,Retail,241834,556,9,1,2008
CUST014658,49,Rajasthan,Salaried,Retail,119217,572,2,2,2005
CUST014659,46,Rajasthan,Salaried,Corporate,245760,559,7,1,2023
CUST014660,32,Delhi,Salaried,Retail,76771,613,14,2,2011
CUST014661,40,Tamil Nadu,Self-Employed,Premium,164342,725,3,1,2008
CUST014662,49,Tamil Nadu,Business Owner,Premium,85581,758,7,2,2005
CUST014663,22,Delhi,Salaried,Retail,92215,687,19,1,2008
CUST014664,26,UP,Salaried,Retail,18558,857,3,2,2005
CUST014665,31,Tamil Nadu,Self-Employed,SME,179067,654,1,1,2008
CUST014666,63,Tamil Nadu,Salaried,Corporate,108036,551,6,4,2005
CUST014667,55,Tamil Nadu,Government,Retail,27276,722,16,4,2009
CUST014668,57,Gujarat,Salaried,Retail,29306,744,1,3,2007
CUST014669,23,Punjab,Freelancer,Retail,177405,804,18,0,2013
CUST014670,39,Rajasthan,Freelancer,Corporate,99884,692,12,0,2020
CUST014671,34,Tamil Nadu,Government,Retail,57876,804,17,1,2015
CUST014672,26,Karnataka,Salaried,Corporate,126362,658,11,4,2011
CUST014673,41,Maharashtra,Salaried,SME,163719,520,8,0,2012
CUST014674,23,Delhi,Salaried,Retail,191505,719,6,4,2013
CUST014675,32,Tamil Nadu,Freelancer,Mass,202698,818,2,1,2006
CUST014676,51,UP,Business Owner,Corporate,106324,755,14,4,2008
CUST014677,53,Maharashtra,Salaried,SME,222745,779,19,2,2012
CUST014678,53,Telangana,Salaried,SME,26494,763,10,3,2017
CUST014679,59,Telangana,Salaried,Retail,186885,747,11,3,2015
CUST014680,49,Punjab,Salaried,Mass,160571,718,8,1,2010
CUST014681,31,Karnataka,Salaried,SME,164443,562,13,4,2007
CUST014682,43,Punjab,Business Owner,Retail,41631,528,16,4,2007
CUST014683,38,UP,Salaried,Retail,108772,706,19,3,2020
CUST014684,43,Punjab,Business Owner,Retail,39153,563,0,3,2021
CUST014685,64,Karnataka,Salaried,SME,236069,629,19,2,2014
CUST014686,40,Maharashtra,Salaried,Corporate,118848,735,7,1,2010
CUST014687,38,Delhi,Self-Employed,Mass,186598,705,8,1,2023
CUST014688,45,Tamil Nadu,Freelancer,Premium,209215,583,18,1,2023
CUST014689,57,Tamil Nadu,Self-Employed,Retail,233628,793,3,0,2007
CUST014690,53,Delhi,Salaried,Retail,161267,736,7,3,2015
CUST014691,57,Punjab,Salaried,SME,28133,488,9,0,2011
CUST014692,49,Telangana,Self-Employed,Corporate,22948,793,17,4,2009
CUST014693,35,Telangana,Salaried,Corporate,174481,666,6,1,2018
CUST014694,57,Karnataka,Salaried,Premium,137300,576,15,4,2013
CUST014695,27,Maharashtra,Salaried,Retail,213639,769,0,3,2017
CUST014696,30,Punjab,Salaried,Retail,199309,731,17,4,2022
CUST014697,42,UP,Salaried,Retail,29139,584,1,3,2019
CUST014698,33,Tamil Nadu,Salaried,Mass,224687,748,18,1,2005
CUST014699,51,UP,Salaried,Retail,51349,721,11,3,2023
CUST014700,52,Gujarat,Salaried,Retail,118129,735,19,4,2020
CUST014701,61,West Bengal,Salaried,Retail,131036,682,16,1,2021
CUST014702,25,Karnataka,Salaried,Retail,27135,545,11,0,2013
CUST014703,52,Karnataka,Salaried,SME,84018,697,12,2,2009
CUST014704,48,Rajasthan,Business Owner,Retail,195335,721,16,2,2019
CUST014705,46,Maharashtra,Salaried,Corporate,126559,655,13,0,2016
CUST014706,26,Rajasthan,Self-Employed,Retail,17790,720,13,0,2006
CUST014707,27,Rajasthan,Business Owner,SME,25454,642,7,4,2018
CUST014708,26,Karnataka,Freelancer,Premium,245377,718,0,0,2023
CUST014709,48,Maharashtra,Freelancer,SME,193456,740,19,3,2008
CUST014710,29,UP,Salaried,SME,90081,784,15,2,2017
CUST014711,30,Tamil Nadu,Self-Employed,Retail,16293,733,4,2,2010
CUST014712,36,West Bengal,Salaried,SME,194944,744,2,2,2008
CUST014713,57,UP,Freelancer,Retail,185751,761,3,3,2018
CUST014714,62,Karnataka,Salaried,Retail,16345,673,3,2,2009
CUST014715,28,Gujarat,Business Owner,SME,75541,571,1,2,2013
CUST014716,53,Punjab,Salaried,SME,245770,500,3,2,2016
CUST014717,29,Karnataka,Salaried,Corporate,181050,743,19,1,2009
CUST014718,36,Gujarat,Salaried,SME,30016,733,12,2,2011
CUST014719,58,Delhi,Self-Employed,SME,226913,722,5,1,2009
CUST014720,40,Tamil Nadu,Freelancer,Mass,43830,497,3,1,2019
CUST014721,60,Delhi,Salaried,Mass,129922,730,4,4,2005
CUST014722,27,Karnataka,Freelancer,Retail,137931,666,5,2,2018
CUST014723,40,Gujarat,Business Owner,SME,73026,566,10,4,2011
CUST014724,49,UP,Self-Employed,SME,152236,816,15,0,2020
CUST014725,38,Karnataka,Salaried,SME,189746,601,1,3,2012
CUST014726,63,Punjab,Business Owner,Mass,160387,758,16,2,2016
CUST014727,40,Telangana,Self-Employed,Retail,204997,746,0,4,2008
CUST014728,52,Tamil Nadu,Salaried,SME,63925,718,9,4,2022
CUST014729,32,Tamil Nadu,Freelancer,Retail,151746,735,8,0,2019
CUST014730,36,Punjab,Self-Employed,SME,68436,679,7,4,2011
CUST014731,31,Punjab,Salaried,Retail,208036,655,13,0,2007
CUST014732,64,Gujarat,Salaried,Premium,32151,802,5,4,2006
CUST014733,44,West Bengal,Business Owner,Retail,202830,692,14,0,2020
CUST014734,24,Tamil Nadu,Salaried,Premium,62648,702,9,0,2015
CUST014735,24,Rajasthan,Salaried,SME,19740,614,15,4,2014
CUST014736,39,UP,Salaried,SME,56016,656,1,2,2011
CUST014737,46,UP,Business Owner,Corporate,216566,713,1,3,2012
CUST014738,64,UP,Freelancer,Retail,168519,632,16,0,2005
CUST014739,41,Delhi,Salaried,Premium,119484,565,8,0,2006
CUST014740,50,Karnataka,Freelancer,Retail,102125,753,0,4,2022
CUST014741,43,Gujarat,Self-Employed,Corporate,77951,715,17,3,2016
CUST014742,36,Maharashtra,Freelancer,Retail,15740,584,8,0,2015
CUST014743,60,Tamil Nadu,Business Owner,Corporate,100800,650,8,2,2013
CUST014744,31,Gujarat,Salaried,Retail,159543,596,3,4,2020
CUST014745,42,UP,Self-Employed,Corporate,129757,850,13,4,2012
CUST014746,50,Rajasthan,Government,Premium,119667,627,17,3,2018
CUST014747,53,Maharashtra,Self-Employed,Retail,67111,805,17,0,2005
CUST014748,31,Karnataka,Salaried,Retail,164507,529,10,1,2021
CUST014749,34,Karnataka,Salaried,Corporate,22340,681,7,2,2011
CUST014750,44,Telangana,Salaried,Retail,65440,626,8,0,2022
CUST014751,44,Tamil Nadu,Government,Retail,186356,716,3,2,2014
CUST014752,52,Tamil Nadu,Self-Employed,Retail,50298,661,19,0,2021
CUST014753,25,Maharashtra,Salaried,Retail,45642,496,4,1,2006
CUST014754,24,Punjab,Salaried,Mass,93234,710,12,3,2020
CUST014755,42,Tamil Nadu,Business Owner,Premium,164163,643,3,3,2010
CUST014756,23,Maharashtra,Freelancer,SME,173830,659,5,3,2007
CUST014757,25,Gujarat,Salaried,SME,23431,568,2,0,2019
CUST014758,22,Karnataka,Government,Retail,32343,712,0,0,2008
CUST014759,36,Punjab,Salaried,SME,140100,480,14,2,2010
CUST014760,54,Gujarat,Business Owner,Mass,70825,624,0,3,2015
CUST014761,27,Karnataka,Salaried,SME,206306,519,4,1,2017
CUST014762,28,Gujarat,Salaried,Retail,117981,609,14,0,2008
CUST014763,40,Tamil Nadu,Self-Employed,Retail,149874,765,5,0,2022
CUST014764,22,UP,Salaried,Premium,182900,654,15,0,2007
CUST014765,60,Telangana,Salaried,Retail,135081,776,16,0,2021
CUST014766,40,Punjab,Salaried,Retail,77538,716,2,0,2022
CUST014767,47,Delhi,Salaried,Corporate,87513,587,2,3,2014
CUST014768,33,Maharashtra,Business Owner,Premium,172362,685,8,2,2007
CUST014769,43,Maharashtra,Freelancer,Retail,158202,707,4,2,2018
CUST014770,34,Maharashtra,Salaried,Premium,134377,426,7,2,2010
CUST014771,49,UP,Salaried,Premium,134566,766,18,0,2009
CUST014772,35,Gujarat,Salaried,SME,229401,742,19,2,2019
CUST014773,43,Tamil Nadu,Freelancer,Mass,95629,708,16,1,2007
CUST014774,51,Punjab,Salaried,Premium,17702,607,11,3,2022
CUST014775,41,Gujarat,Business Owner,Retail,96769,900,10,3,2021
CUST014776,48,UP,Salaried,Premium,51189,675,10,4,2017
CUST014777,59,Karnataka,Salaried,SME,85089,580,19,3,2007
CUST014778,63,Karnataka,Salaried,SME,122891,588,1,3,2010
CUST014779,62,Delhi,Salaried,Mass,128019,762,11,3,2016
CUST014780,55,Rajasthan,Self-Employed,Retail,199922,687,19,0,2008
CUST014781,60,West Bengal,Salaried,SME,20125,622,17,0,2021
CUST014782,62,Delhi,Salaried,Retail,57926,703,0,2,2008
CUST014783,58,Tamil Nadu,Salaried,Premium,109484,820,7,3,2009
CUST014784,22,West Bengal,Salaried,Retail,173723,510,1,1,2011
CUST014785,36,Maharashtra,Business Owner,Retail,21346,751,19,2,2017
CUST014786,53,Maharashtra,Salaried,Retail,164780,796,8,0,2021
CUST014787,29,Rajasthan,Freelancer,SME,112384,726,10,2,2013
CUST014788,54,Telangana,Salaried,Retail,109084,761,6,3,2005
CUST014789,39,Delhi,Business Owner,Mass,200430,746,6,0,2023
CUST014790,50,Punjab,Self-Employed,Corporate,216952,843,14,4,2005
CUST014791,53,Punjab,Salaried,Corporate,201700,618,14,3,2020
CUST014792,54,Maharashtra,Salaried,Mass,249226,600,6,3,2007
CUST014793,26,Karnataka,Salaried,Retail,62493,735,4,0,2016
CUST014794,39,Tamil Nadu,Salaried,Corporate,186909,482,10,2,2020
CUST014795,31,Gujarat,Freelancer,Premium,71426,838,3,0,2005
CUST014796,57,Punjab,Government,SME,186200,656,13,1,2005
CUST014797,54,Karnataka,Freelancer,SME,73911,634,2,0,2016
CUST014798,44,Gujarat,Salaried,Retail,142931,585,11,2,2007
CUST014799,61,West Bengal,Salaried,Retail,28985,585,19,1,2023
CUST014800,26,UP,Business Owner,Mass,160635,597,8,1,2014
CUST014801,55,Gujarat,Government,Mass,51066,554,9,2,2008
CUST014802,45,Tamil Nadu,Salaried,SME,72303,723,4,2,2007
CUST014803,38,Punjab,Salaried,Premium,235516,722,16,2,2006
CUST014804,52,UP,Business Owner,SME,241715,567,2,0,2015
CUST014805,28,Rajasthan,Salaried,Retail,197853,665,3,0,2023
CUST014806,38,Gujarat,Business Owner,Retail,105981,716,16,0,2019
